,Location,YEAR,Month,Day,ShWave,UVA,UVB,UVindx,Lon,Lat,Temp,DewFrost,WBulbTemp2M,EarthSkin,SpecHumid2M,RelHumid2M,Precipitation,SfPressure,WiSpeed2M,WiDirect2M,WiSpeed10M,WiDirect10M,WSfSoil,Region,Farming,Rearing,Fishery
2616,HoaBinh,2022,November,10,3.29,8.72,0.23,1.23,105.3477,20.6635,22.57,20.83,21.7,22.61,15.5,poor_high,1.14,99.87,1.27,South,2.02,South,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2617,HoaBinh,2022,November,11,2.52,7.08,0.2,1.02,105.3477,20.6635,23.73,21.85,22.79,23.68,16.54,poor_high,4.18,99.79,1.35,South_East,2.1,South_East,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2618,HoaBinh,2022,November,12,4.57,11.33,0.3,1.57,105.3477,20.6635,23.99,21.86,22.93,24.12,16.54,poor_high,0.18,99.7,1.13,South_East,1.79,South_East,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2619,HoaBinh,2022,November,13,3.44,8.94,0.23,1.23,105.3477,20.6635,23.78,21.77,22.78,23.82,16.42,poor_high,1.62,99.77,1.09,East,1.72,East,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2620,HoaBinh,2022,November,14,2.05,5.97,0.16,0.89,105.3477,20.6635,24.01,22.16,23.09,24.07,16.85,poor_high,0.53,99.78,1.32,East,2.05,East,0.83,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2621,HoaBinh,2022,November,15,2.81,7.82,0.22,1.16,105.3477,20.6635,24.19,22.51,23.35,24.28,17.21,poor_high,2.25,99.67,1.62,East,2.51,East,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2622,HoaBinh,2022,November,16,3.83,9.96,0.27,1.46,105.3477,20.6635,24.44,22.76,23.61,24.57,17.52,poor_high,6.04,99.49,1.63,South_East,2.62,South_East,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2623,HoaBinh,2022,November,17,4.26,10.82,0.29,1.55,105.3477,20.6635,24.46,22.55,23.5,24.56,17.27,poor_high,0.87,99.48,1.5,South_East,2.45,South_East,0.83,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2624,HoaBinh,2022,November,18,3.95,10.12,0.28,1.52,105.3477,20.6635,24.7,22.98,23.84,24.85,17.7,poor_high,4.72,99.61,1.45,South_East,2.39,South_East,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2625,HoaBinh,2022,November,19,2.45,6.88,0.2,1.07,105.3477,20.6635,24.15,22.44,23.3,24.24,17.09,poor_high,3.27,99.7,1.71,East,2.77,East,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2626,HoaBinh,2022,November,20,3.01,7.8,0.21,1.12,105.3477,20.6635,21.94,19.5,20.72,21.82,14.28,poor_high,0.8,99.66,1.54,North_East,2.38,North_East,0.83,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2627,HoaBinh,2022,November,21,2.65,6.95,0.18,0.97,105.3477,20.6635,22.98,21.1,22.04,22.9,15.81,poor_high,0.36,99.49,1.34,North_East,2.11,North_East,0.83,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2628,HoaBinh,2022,November,22,3.14,7.96,0.2,1.07,105.3477,20.6635,23.49,21.62,22.56,23.44,16.36,poor_high,4.43,99.46,1.55,East,2.48,East,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2629,HoaBinh,2022,November,23,2.11,6.02,0.16,0.85,105.3477,20.6635,22.92,21.02,21.98,22.77,15.69,poor_high,7.23,99.56,1.66,North_East,2.57,North_East,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2630,HoaBinh,2022,November,24,1.12,3.52,0.1,0.54,105.3477,20.6635,21.63,20.76,21.19,21.53,15.44,poor_high,32.37,99.67,1.8,North,2.76,North,0.89,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2631,HoaBinh,2022,November,25,2.01,5.67,0.16,0.84,105.3477,20.6635,22.3,20.98,21.64,22.47,15.69,poor_high,8.41,99.75,1.32,South_East,2.09,South_East,0.87,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2632,HoaBinh,2022,November,26,1.93,5.55,0.15,0.8,105.3477,20.6635,23.21,22.0,22.6,23.37,16.72,poor_high,19.85,99.56,1.61,East,2.47,East,0.88,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2633,HoaBinh,2022,November,27,3.45,8.92,0.23,1.2,105.3477,20.6635,25.1,23.62,24.36,25.05,18.49,poor_high,1.51,99.18,2.55,South,3.88,South,0.86,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2634,HoaBinh,2022,November,28,4.32,10.73,0.27,1.41,105.3477,20.6635,25.8,23.73,24.76,25.79,18.62,poor_high,0.02,99.17,1.78,South,2.78,South,0.85,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2635,HoaBinh,2022,November,29,4.42,10.95,0.27,1.43,105.3477,20.6635,26.09,24.0,25.05,26.13,18.92,poor_high,0.12,99.35,1.01,South,1.71,South,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2636,HoaBinh,2022,November,30,2.99,8.01,0.21,1.12,105.3477,20.6635,21.07,19.63,20.35,20.8,14.71,poor_high,2.6,99.86,2.38,East,3.72,East,0.85,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2637,HoaBinh,2022,December,1,0.72,2.31,0.06,0.35,105.3477,20.6635,12.26,9.91,11.08,12.44,7.63,poor_high,3.95,100.47,3.6,North,5.21,North,0.85,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2638,HoaBinh,2022,December,2,2.47,6.41,0.17,0.94,105.3477,20.6635,12.05,8.66,10.36,12.53,7.02,poor_high,0.27,100.38,2.4,North_East,3.51,North_East,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2639,HoaBinh,2022,December,3,2.11,5.34,0.13,0.7,105.3477,20.6635,14.69,12.36,13.52,15.21,9.03,poor_high,0.09,100.08,1.23,East,1.84,East,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2640,HoaBinh,2022,December,4,1.69,4.57,0.12,0.6,105.3477,20.6635,14.98,13.06,14.02,15.19,9.4,poor_high,0.34,100.27,2.41,North_East,3.55,North_East,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2641,HoaBinh,2022,December,5,2.0,5.45,0.15,0.8,105.3477,20.6635,13.8,10.43,12.12,13.75,7.87,poor_high,0.41,100.53,2.7,North,4.04,North,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2642,HoaBinh,2022,December,6,1.77,4.98,0.13,0.72,105.3477,20.6635,13.75,10.12,11.94,13.92,7.75,poor_high,0.01,100.26,1.81,East,2.84,East,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2643,HoaBinh,2022,December,7,1.56,4.5,0.12,0.66,105.3477,20.6635,14.26,12.19,13.23,14.36,8.85,poor_high,0.21,100.17,1.59,North_East,2.46,North_East,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2644,HoaBinh,2022,December,8,1.21,3.62,0.11,0.59,105.3477,20.6635,15.62,14.11,14.87,15.86,10.07,poor_high,0.02,100.11,1.52,South_East,2.46,South_East,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2645,HoaBinh,2022,December,9,1.17,3.46,0.1,0.55,105.3477,20.6635,16.19,14.33,15.26,16.51,10.25,poor_high,0.02,99.96,1.35,North,2.14,North,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2646,HoaBinh,2022,December,10,0.78,2.45,0.07,0.39,105.3477,20.6635,16.47,14.6,15.54,16.58,10.38,poor_high,0.08,99.96,1.48,North_East,2.41,North_East,0.84,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2647,HoaBinh,2022,December,11,1.73,4.88,0.14,0.75,105.3477,20.6635,15.77,12.39,14.08,15.59,8.97,poor_high,0.03,100.11,1.8,North_East,2.84,North_East,0.83,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2648,HoaBinh,2022,December,12,2.82,6.49,0.17,0.95,105.3477,20.6635,14.59,9.85,12.22,14.03,7.57,poor_high,0.0,100.35,2.23,East,3.43,East,0.83,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2649,HoaBinh,2022,December,13,4.13,8.77,0.22,1.16,105.3477,20.6635,13.8,7.44,10.62,12.69,6.47,fair,0.0,100.34,1.52,East,2.44,East,0.83,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2650,HoaBinh,2022,December,14,3.67,8.03,0.21,1.09,105.3477,20.6635,13.33,6.88,10.1,12.25,6.16,fair,0.0,100.47,2.05,East,3.22,East,0.83,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2651,HoaBinh,2022,December,15,4.54,9.71,0.24,1.26,105.3477,20.6635,13.35,8.15,10.75,12.98,6.84,poor_high,0.0,99.99,1.27,South,2.23,South_East,0.82,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2652,HoaBinh,2022,December,16,4.25,9.68,0.25,1.32,105.3477,20.6635,15.44,11.41,13.42,14.55,8.48,poor_high,0.0,100.02,1.49,South_East,2.39,South_East,0.82,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2653,HoaBinh,2022,December,17,1.83,4.64,0.13,0.72,105.3477,20.6635,12.91,7.55,10.23,12.53,6.47,poor_high,0.01,100.98,3.98,North_East,5.95,North_East,0.82,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2654,HoaBinh,2022,December,18,4.56,10.12,0.25,1.28,105.3477,20.6635,10.97,3.14,7.05,10.2,4.76,fair,0.0,100.96,2.58,East,3.82,East,0.82,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2655,HoaBinh,2022,December,19,4.71,9.98,0.23,1.13,105.3477,20.6635,11.22,4.07,7.64,10.52,5.13,fair,0.0,100.32,1.44,South_East,2.29,South_East,0.82,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2656,HoaBinh,2022,December,20,4.56,10.41,0.25,1.26,105.3477,20.6635,14.67,9.96,12.31,14.3,7.87,poor_high,0.03,100.0,0.98,South,1.66,South,0.81,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2657,HoaBinh,2022,December,21,3.43,7.65,0.18,0.94,105.3477,20.6635,15.41,9.55,12.48,14.38,7.45,fair,0.07,100.16,2.05,North_East,2.99,North_East,0.81,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2658,HoaBinh,2022,December,22,3.9,8.11,0.17,0.88,105.3477,20.6635,15.24,9.64,12.44,14.48,7.51,poor_high,0.0,99.98,1.44,South_East,2.33,South_East,0.81,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2659,HoaBinh,2022,December,23,3.64,8.18,0.19,0.95,105.3477,20.6635,16.24,11.3,13.77,15.62,8.42,poor_high,0.0,100.06,1.53,East,2.45,East,0.81,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2660,HoaBinh,2022,December,24,4.14,9.05,0.2,1.05,105.3477,20.6635,15.52,10.23,12.87,14.67,7.75,poor_high,0.0,100.33,1.43,East,2.32,East,0.81,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2661,HoaBinh,2022,December,25,4.38,9.77,0.23,1.16,105.3477,20.6635,16.16,11.08,13.62,15.02,8.3,poor_high,0.0,100.3,1.34,South,2.08,South_East,0.8,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2662,HoaBinh,2022,December,26,2.17,5.69,0.14,0.76,105.3477,20.6635,16.73,14.85,15.8,16.26,10.56,poor_high,0.03,100.34,1.28,South_East,1.97,South_East,0.8,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2663,HoaBinh,2022,December,27,1.44,4.09,0.11,0.56,105.3477,20.6635,17.3,15.63,16.47,17.33,11.11,poor_high,0.08,100.25,1.95,East,3.09,East,0.8,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2664,HoaBinh,2022,December,28,0.67,1.98,0.05,0.28,105.3477,20.6635,12.75,11.17,11.96,12.65,8.42,poor_high,3.44,100.55,3.05,North_East,4.55,North_East,0.81,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2665,HoaBinh,2022,December,29,1.08,2.95,0.08,0.42,105.3477,20.6635,10.59,8.08,9.34,10.9,6.71,poor_high,0.61,100.91,2.59,East,3.8,East,0.81,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2666,HoaBinh,2022,December,30,1.49,4.12,0.1,0.55,105.3477,20.6635,10.62,7.51,9.07,10.98,6.41,poor_high,0.15,100.95,2.28,South_East,3.36,South_East,0.8,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2667,HoaBinh,2022,December,31,1.76,4.74,0.12,0.6,105.3477,20.6635,12.57,8.72,10.65,12.5,6.96,poor_high,0.02,100.79,1.71,East,2.68,East,0.8,Trung_du_mien_nui_phia_Bac,"['khoai', 'lac', 'mia', 'ngo', 'cam', 'san']","['bo', 'trau', 'heo', 'giacam']",?
2668,HungYen,2022,October,1,1.55,5.05,0.15,0.75,106.0563,20.8433,26.29,25.26,25.77,26.18,20.14,poor_high,11.35,100.61,2.04,South_East,3.12,South_East,0.91,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2669,HungYen,2022,October,2,2.57,7.84,0.23,1.18,106.0563,20.8433,26.45,25.14,25.8,26.3,19.96,poor_high,3.22,100.73,1.81,South_East,2.79,South_East,0.91,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2670,HungYen,2022,October,3,5.51,14.26,0.4,2.05,106.0563,20.8433,26.5,24.59,25.55,26.37,19.29,poor_high,2.72,100.88,1.68,East,2.67,East,0.91,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2671,HungYen,2022,October,4,5.02,13.43,0.38,1.96,106.0563,20.8433,26.19,24.55,25.37,26.01,19.23,poor_high,4.66,101.02,1.3,North_East,2.11,North_East,0.91,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2672,HungYen,2022,October,5,5.69,14.6,0.4,2.06,106.0563,20.8433,26.73,24.48,25.6,26.75,19.1,poor_high,2.05,101.01,1.55,East,2.45,East,0.9,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2673,HungYen,2022,October,6,4.88,12.73,0.34,1.74,106.0563,20.8433,26.63,24.31,25.48,26.49,18.92,poor_high,5.92,101.01,1.66,East,2.67,East,0.89,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2674,HungYen,2022,October,7,3.11,8.92,0.24,1.23,106.0563,20.8433,25.65,23.91,24.79,25.46,18.49,poor_high,19.63,101.09,2.17,North_East,3.36,North_East,0.91,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2675,HungYen,2022,October,8,2.66,7.93,0.22,1.1,106.0563,20.8433,24.13,22.14,23.13,24.22,16.6,poor_high,18.6,101.18,2.2,North_East,3.32,North_East,0.92,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2676,HungYen,2022,October,9,1.34,4.34,0.12,0.6,106.0563,20.8433,24.01,21.94,22.98,23.78,16.42,poor_high,8.11,101.44,3.49,North_East,5.2,North_East,0.91,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2677,HungYen,2022,October,10,3.83,10.09,0.28,1.45,106.0563,20.8433,19.73,15.3,17.51,19.46,10.68,poor_high,0.02,101.81,3.01,North_East,4.62,North_East,0.89,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2678,HungYen,2022,October,11,6.38,15.47,0.41,2.16,106.0563,20.8433,20.42,14.72,17.57,19.82,10.38,poor_high,0.0,101.49,2.11,North_East,3.25,North_East,0.88,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2679,HungYen,2022,October,12,6.27,15.26,0.41,2.08,106.0563,20.8433,21.62,16.31,18.96,21.14,11.47,poor_high,0.0,101.29,1.66,North_East,2.7,North_East,0.88,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2680,HungYen,2022,October,13,5.37,13.3,0.36,1.83,106.0563,20.8433,22.12,15.88,19.0,21.44,11.17,fair,0.0,101.18,1.81,North_East,2.95,North_East,0.87,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2681,HungYen,2022,October,14,5.63,13.62,0.37,1.87,106.0563,20.8433,21.55,17.08,19.32,21.13,12.15,poor_high,0.0,100.99,2.62,North_East,4.15,North_East,0.86,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2682,HungYen,2022,October,15,5.16,12.71,0.34,1.71,106.0563,20.8433,21.48,16.63,19.05,20.8,11.78,poor_high,0.0,100.99,2.8,North_East,4.34,North_East,0.86,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2683,HungYen,2022,October,16,6.04,13.91,0.35,1.81,106.0563,20.8433,21.57,17.26,19.41,21.12,12.33,poor_high,0.0,101.15,2.84,North_East,4.46,North_East,0.85,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2684,HungYen,2022,October,17,5.83,13.47,0.34,1.75,106.0563,20.8433,22.48,18.12,20.3,21.9,12.94,poor_high,0.0,101.15,3.55,North_East,5.41,North_East,0.84,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2685,HungYen,2022,October,18,5.7,12.82,0.33,1.7,106.0563,20.8433,20.81,15.91,18.36,20.23,11.17,poor_high,0.0,101.24,3.45,East,5.3,East,0.84,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2686,HungYen,2022,October,19,1.8,5.45,0.15,0.76,106.0563,20.8433,17.52,14.03,15.77,17.38,9.89,poor_high,12.7,101.38,2.34,North_East,3.55,North_East,0.87,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2687,HungYen,2022,October,20,1.11,3.56,0.09,0.47,106.0563,20.8433,17.9,16.31,17.11,18.03,11.54,poor_high,27.16,101.4,3.41,South_West,4.99,South_West,0.91,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2688,HungYen,2022,October,21,2.33,6.76,0.18,0.92,106.0563,20.8433,21.56,19.48,20.52,21.64,14.04,poor_high,2.67,101.45,2.3,East,3.46,East,0.88,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2689,HungYen,2022,October,22,4.82,11.77,0.3,1.55,106.0563,20.8433,24.26,20.49,22.38,23.44,14.95,poor_high,0.0,101.35,1.84,South,2.77,South,0.87,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2690,HungYen,2022,October,23,5.38,12.48,0.31,1.59,106.0563,20.8433,25.29,21.21,23.25,24.39,15.69,poor_high,0.0,101.18,1.63,South_East,2.62,South_East,0.86,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2691,HungYen,2022,October,24,5.17,12.08,0.31,1.59,106.0563,20.8433,24.64,21.02,22.83,24.31,15.5,poor_high,0.0,101.11,1.62,South_East,2.62,South_East,0.85,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2692,HungYen,2022,October,25,2.43,6.95,0.2,1.03,106.0563,20.8433,24.35,22.1,23.23,24.23,16.48,poor_high,0.95,101.28,1.4,East,2.21,East,0.84,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2693,HungYen,2022,October,26,3.56,9.55,0.26,1.31,106.0563,20.8433,24.5,22.33,23.41,24.69,16.78,poor_high,0.21,101.18,1.59,East,2.5,East,0.84,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2694,HungYen,2022,October,27,4.85,12.16,0.3,1.58,106.0563,20.8433,24.46,21.72,23.08,24.58,16.17,poor_high,0.03,101.13,1.55,East,2.43,East,0.84,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2695,HungYen,2022,October,28,5.05,11.91,0.3,1.52,106.0563,20.8433,23.64,20.46,22.05,23.55,14.95,poor_high,0.12,101.24,1.62,East,2.62,East,0.83,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2696,HungYen,2022,October,29,4.37,10.27,0.27,1.39,106.0563,20.8433,23.21,19.55,21.37,22.92,14.1,poor_high,0.0,101.23,1.94,East,3.01,East,0.83,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2697,HungYen,2022,October,30,4.97,11.94,0.32,1.7,106.0563,20.8433,22.44,18.77,20.61,22.22,13.43,poor_high,0.0,101.12,2.64,North,4.08,North,0.82,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2698,HungYen,2022,October,31,5.32,12.63,0.34,1.8,106.0563,20.8433,21.36,17.26,19.31,20.99,12.21,poor_high,0.0,101.24,3.24,North,4.94,North,0.82,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2699,HungYen,2022,November,1,5.03,11.59,0.3,1.6,106.0563,20.8433,20.08,15.3,17.69,19.49,10.74,poor_high,0.0,101.17,2.79,South_East,4.42,South_East,0.81,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2700,HungYen,2022,November,2,5.27,12.1,0.31,1.64,106.0563,20.8433,20.87,14.61,17.74,19.6,10.31,fair,0.0,100.95,1.92,East,2.9,East,0.81,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2701,HungYen,2022,November,3,5.08,11.88,0.3,1.54,106.0563,20.8433,21.34,15.48,18.41,20.27,10.99,poor_high,0.0,101.05,1.47,East,2.28,East,0.8,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2702,HungYen,2022,November,4,5.04,11.87,0.3,1.52,106.0563,20.8433,22.1,16.91,19.51,21.06,11.9,poor_high,0.0,101.36,1.84,North_East,2.89,North_East,0.8,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2703,HungYen,2022,November,5,4.83,11.06,0.27,1.39,106.0563,20.8433,20.63,17.01,18.82,20.29,11.96,poor_high,0.0,101.59,2.18,North_East,3.48,North_East,0.8,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2704,HungYen,2022,November,6,5.24,12.01,0.3,1.5,106.0563,20.8433,21.47,17.78,19.62,21.25,12.57,poor_high,0.01,101.47,1.2,East,1.97,East,0.8,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2705,HungYen,2022,November,7,4.63,10.84,0.27,1.35,106.0563,20.8433,21.87,18.75,20.31,21.81,13.37,poor_high,0.0,101.35,1.05,East,1.79,East,0.8,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2706,HungYen,2022,November,8,4.98,11.52,0.28,1.43,106.0563,20.8433,22.35,18.62,20.48,22.01,13.24,poor_high,0.0,101.33,0.88,East,1.5,East,0.8,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
2707,HungYen,2022,November,9,4.12,10.17,0.26,1.32,106.0563,20.8433,22.51,19.55,21.03,22.4,14.1,poor_high,0.01,101.33,1.02,East,1.7,East,0.79,Dong_bang_song_Hong,['cam'],"['heo', 'giacam']",['ca']
